pTec
649, -8847, 6411.0419, 16.022197
650, 17773, 6410.7910, 16.021570
651, 19651, 6410.5400, 16.020943
652, 13385, 6410.2890, 16.020315
653, 10681, 6410.0381, 16.019688
654, 13334, 6409.7871, 16.019061
655, 9055, 6409.5361, 16.018434
656, 44688, 6409.2852, 16.017807
657, 46103, 6409.0342, 16.017179
658, 27677, 6408.7832, 16.016552
659, 5812, 6408.5323, 16.015925
660, -59, 6408.2813, 16.015298
661, -8818, 6408.0303, 16.014670
662, 5828, 6407.7794, 16.014043
663, -4863, 6407.5284, 16.013416
664, -20432, 6407.2774, 16.012789
665, -8843, 6407.0265, 16.012162
666, -12084, 6406.7755, 16.011534
667, 2597, 6406.5245, 16.010907
668, -14855, 6406.2736, 16.010280
669, -19249, 6406.0226, 16.009653
670, -19199, 6405.7716, 16.009026
671, 25447, 6405.5206, 16.008398
672, 22476, 6405.2697, 16.007771
673, -21053, 6405.0187, 16.007144
674, 12632, 6404.7677, 16.006517
675, 55919, 6404.5168, 16.005890
676, 54322, 6404.2658, 16.005262
677, 12417, 6404.0148, 16.004635
678, -1060, 6403.7639, 16.004008
679, -143, 6403.5129, 16.003381
680, 15814, 6403.2619, 16.002754
681, 40585, 6403.0110, 16.002126
682, -1402, 6402.7600, 16.001499
683, -10580, 6402.5090, 16.000872
684, -2978, 6402.2581, 16.000245
685, 12123, 6402.0071, 15.999618
686, -26808, 6401.7561, 15.998990
687, -30215, 6401.5052, 15.998363
688, -3233, 6401.2542, 15.997736
689, 4649, 6401.0032, 15.997109
690, -20042, 6400.7523, 15.996482
691, -14050, 6400.5013, 15.995854
692, 3439, 6400.2503, 15.995227
693, -110, 6399.9994, 15.994600
694, -19564, 6399.7484, 15.993973
695, 952, 6399.4974, 15.993345
696, 39979, 6399.2465, 15.992718
697, 39009, 6398.9955, 15.992091
698, 8965, 6398.7445, 15.991464
699, 596, 6398.4936, 15.990837
700, 12924, 6398.2426, 15.990209
701, 1095, 6397.9916, 15.989582
702, -5468, 6397.7407, 15.988955
703, 2216, 6397.4897, 15.988328
704, -7437, 6397.2387, 15.987701
705, -11793, 6396.9878, 15.987073
706, 11316, 6396.7368, 15.986446
707, 9862, 6396.4858, 15.985819
708, -208, 6396.2349, 15.985192
709, 19520, 6395.9839, 15.984565
710, 32296, 6395.7329, 15.983937
711, 4409, 6395.4820, 15.983310
712, 846, 6395.2310, 15.982683
713, -11040, 6394.9800, 15.982056
714, -12156, 6394.7291, 15.981429
715, -10215, 6394.4781, 15.980801
716, -22215, 6394.2271, 15.980174
717, 1739, 6393.9762, 15.979547
718, 25408, 6393.7252, 15.978920
719, -2337, 6393.4742, 15.978293
720, -21619, 6393.2233, 15.977665
721, -5084, 6392.9723, 15.977038
722, -28981, 6392.7213, 15.976411
723, -15028, 6392.4704, 15.975784
724, -3521, 6392.2194, 15.975157
725, 6656, 6391.9684, 15.974529
726, -7927, 6391.7175, 15.973902
727, 252, 6391.4665, 15.973275
728, -7116, 6391.2155, 15.972648
729, -6254, 6390.9646, 15.972021
730, 9228, 6390.7136, 15.971393
731, -8653, 6390.4626, 15.970766
732, -44184, 6390.2117, 15.970139
733, -71782, 6389.9607, 15.969512
734, -30738, 6389.7097, 15.968884
735, -8703, 6389.4588, 15.968257
736, 19964, 6389.2078, 15.967630
737, -8272, 6388.9568, 15.967003
